[2026-08-17 08:26:23] [SPAMMY] execute query-server2> runQuery called with /home/oleksii-shemshur/work/toolchains/tools/queries/all_passes_gcc_working.ql
[2026-08-17 08:26:23] Calling plumbing command: codeql resolve library-path --additional-packs=/home/oleksii-shemshur/work/toolchains/tools/queries --query=/home/oleksii-shemshur/work/toolchains/tools/queries/all_passes_gcc_working.ql --format=json
[2026-08-17 08:26:23] [DETAILS] resolve library-path> Resolving query at normalized path /home/oleksii-shemshur/work/toolchains/tools/queries/all_passes_gcc_working.ql.
[2026-08-17 08:26:23] [DETAILS] resolve library-path> Found enclosing pack 'flags/gcc-queries' at /home/oleksii-shemshur/work/toolchains/tools/queries.
[2026-08-17 08:26:23] [DETAILS] resolve library-path> Adding compilation cache at /home/oleksii-shemshur/.codeql/compile-cache.
[2026-08-17 08:26:23] [DETAILS] resolve library-path> QL pack dependencies for /home/oleksii-shemshur/work/toolchains/tools/queries found in cache.
[2026-08-17 08:26:23] [DETAILS] resolve library-path> Found dbscheme through QL packs: /home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/semmlecode.cpp.dbscheme.
[2026-08-17 08:26:23] Plumbing command codeql resolve library-path completed:
                      {
                        "libraryPath" : [
                          "/home/oleksii-shemshur/work/toolchains/tools/queries",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/dataflow/2.1.10",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/controlflow/2.0.38",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/mad/1.0.54",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/quantum/0.0.32",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/rangeanalysis/1.0.54",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/ssa/2.0.30",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/tutorial/1.0.54",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/typeflow/1.0.54",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/typetracking/2.0.38",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/util/2.0.41",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/xml/1.0.54"
                        ],
                        "dbscheme" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/semmlecode.cpp.dbscheme",
                        "compilationCache" : [
                          "/home/oleksii-shemshur/.codeql/compile-cache"
                        ],
                        "relativeName" : "flags/gcc-queries/all_passes_gcc_working.ql",
                        "qlPackName" : "flags/gcc-queries"
                      }
[2026-08-17 08:26:23] [PROGRESS] execute query-server2> Compiling query plan for /home/oleksii-shemshur/work/toolchains/tools/queries/all_passes_gcc_working.ql.
[2026-08-17 08:26:23] [DETAILS] execute query-server2> Resolving imports for /home/oleksii-shemshur/work/toolchains/tools/queries/all_passes_gcc_working.ql.
[2026-08-17 08:26:24] Resolved file set for /home/oleksii-shemshur/work/toolchains/tools/queries/all_passes_gcc_working.ql hashes to 6fd58192dd93e822ebbc9c4cfa40fb53.
[2026-08-17 08:26:24] [DETAILS] execute query-server2> Checking QL for /home/oleksii-shemshur/work/toolchains/tools/queries/all_passes_gcc_working.ql.
[2026-08-17 08:26:24] Stale frontend caches are invalidated based on import graph reachability.
[2026-08-17 08:26:25] ExternalModuleBindingPass ...
[2026-08-17 08:26:26] ExternalModuleBindingPass time: 00:01.615
[2026-08-17 08:26:26] CollectInstantiationsPass ...
[2026-08-17 08:26:27] CollectInstantiationsPass time: 00:00.134
[2026-08-17 08:26:27] Ql checks ...
[2026-08-17 08:26:30] Ql checks time: 00:03.243
[2026-08-17 08:26:36] Compilation pipeline
[2026-08-17 08:26:36] Type Inference ...
[2026-08-17 08:26:36] CSV_TYPE_HIERARCHY: Best number of iterations,Maximum number of runs,Number of BDD variables,Size of BDD for typefacts
[2026-08-17 08:26:43] (0s)  >>> First-level cache hit is_proxy_class_for/2@cf6591c9 with digest e2eb7fa4bv5nju5cqtgvl5un1l6.
[2026-08-17 08:26:43] (0s)  >>> Second-level cache miss TemplateParameter::TypeTemplateParameter#de0ff55d/1@35865381 for content digest efd85df1l02amsa1lro048m14g2.
[2026-08-17 08:26:43] (0s)  >>> First-level cache hit #usertypesMerge_20#join_rhs/2@7a31e969 with digest 8db0dcj8qc4jjo2lm1gk5ub01h1.
[2026-08-17 08:26:43] (0s)  >>> Full cache hit #usertypesMerge_20#join_rhs/2@7a31e969 with 24895 rows and digest 8db0dcj8qc4jjo2lm1gk5ub01h1.
[2026-08-17 08:26:43] (0s)  >>> Full cache hit is_proxy_class_for/2@cf6591c9 with 171 rows and digest e2eb7fa4bv5nju5cqtgvl5un1l6.
[2026-08-17 08:26:43] (0s)  >>> First-level cache hit UserType::UserType.getDefinition/0#dispred#37e32cce#bf/2@791401hp with digest 078c275kmdi4or6g5fpet39b7jf.
[2026-08-17 08:26:43] (0s)  >>> First-level cache hit project#UserType::UserType.getDefinition/0#dispred#37e32cce#bf/1@d2f06frv with digest 14cba9rtrk14plpkmrfgd75etk9.
[2026-08-17 08:26:43] (0s)  >>> Second-level cache miss project#UserType::UserType.getDefinition/0#dispred#37e32cce#bf/1@d2f06frv for content digest 14cba9rtrk14plpkmrfgd75etk9.
[2026-08-17 08:26:43] (0s)  >>> Second-level cache miss UserType::UserType.getDefinition/0#dispred#37e32cce#bf/2@791401hp for content digest 078c275kmdi4or6g5fpet39b7jf.
[2026-08-17 08:26:43] (0s)  >>> First-level cache hit type_def/1@9304a93d with digest b50a356hffn4e29h4h60vpq7r71.
[2026-08-17 08:26:43] (0s)  >>> Full cache hit type_def/1@9304a93d with 9505 rows and digest b50a356hffn4e29h4h60vpq7r71.
[2026-08-17 08:26:43] (0s)  >>> Full cache hit TemplateParameter::AutoType#c8e1eda4/1@faef8eqi with 1 rows and digest 0aebcet130964cqk23eutatakee.
[2026-08-17 08:26:43] (0s)  >>> Created relation folders/2@bad7d9u0 with 130 rows and digest 6e4e52887tl6us53jgm251n4d4d.
[2026-08-17 08:26:43] (0s)  >>> Created relation files/2@ec93749g with 2915 rows and digest 8b0383q4a477hj6mr7hfp3fn339.
[2026-08-17 08:26:43] (0s) Starting to evaluate predicate File::Impl::Container.getAbsolutePath/0#dispred#c9ca212d/2@7c0d12f0
[2026-08-17 08:26:43] (0s)  >>> Created relation File::Impl::Container.getAbsolutePath/0#dispred#c9ca212d/2@7c0d12f0 with 3045 rows and digest 8840b5e6qutcbc603ta2umk4kg8.
[2026-08-17 08:26:43] (0s) Starting to evaluate predicate #locations_defaultMerge_23450#join_rhs/5@99f7bc3i
[2026-08-17 08:26:45] (1s) Pausing evaluation to evict 33.33MiB ARRAYS at sequence stamp o+26783
[2026-08-17 08:26:45] (1s) Unpausing evaluation: 248.55MiB forgotten: 248.55MiB UNREACHABLE (189 items up to o+26631)
[2026-08-17 08:26:46] (2s) Pausing evaluation to evict 33.34MiB ARRAYS at sequence stamp o+27049
[2026-08-17 08:26:46] (2s) Unpausing evaluation: 218.49MiB forgotten: 218.49MiB UNREACHABLE (112 items up to o+27046)
[2026-08-17 08:26:46] (2s)  >>> Created relation #locations_defaultMerge_23450#join_rhs/5@99f7bc3i with 7867442 rows and digest 73ba24714o9t3ae96a5trgfp3r4.
[2026-08-17 08:26:46] (2s) Starting to evaluate predicate UserType::UserType.getDefinition/0#dispred#37e32cce#bf/2@791401hp
[2026-08-17 08:26:46] (2s)  >>> Created relation UserType::UserType.getDefinition/0#dispred#37e32cce#bf/2@791401hp with 14419 rows and digest 078c275kmdi4or6g5fpet39b7jf.
[2026-08-17 08:26:46] (2s) Starting to evaluate predicate TemplateParameter::TypeTemplateParameter#de0ff55d/1@35865381
[2026-08-17 08:26:46] (2s)  >>> Created relation TemplateParameter::TypeTemplateParameter#de0ff55d/1@35865381 with 4322 rows and digest efd85df1l02amsa1lro048m14g2.
[2026-08-17 08:26:46] (2s) Starting to evaluate predicate Class::ProxyClass#4049630c/1@8aeab8l2
[2026-08-17 08:26:46] (2s)  >>> Created relation Class::ProxyClass#4049630c/1@8aeab8l2 with 171 rows and digest b6cb57shmgs207jkerr40a3lr26.
[2026-08-17 08:26:46] (2s) Starting to evaluate predicate Class::ProxyClass.getTemplateParameter/0#dispred#cbd49674/2@7283a00q
[2026-08-17 08:26:46] (2s)  >>> Created relation Class::ProxyClass.getTemplateParameter/0#dispred#cbd49674/2@7283a00q with 157 rows and digest d68c1c8p4hpcl0a7a3lrmfqctn6.
[2026-08-17 08:26:46] (2s) Starting to evaluate predicate m#UserType::UserType.getDefinitionLocation/0#dispred#ecc1d8ec#bf/1@7b2d3c4a
[2026-08-17 08:26:46] (2s)  >>> Created relation m#UserType::UserType.getDefinitionLocation/0#dispred#ecc1d8ec#bf/1@7b2d3c4a with 1500 rows and digest c53445fclj3d89o8sordjdph1rb.
[2026-08-17 08:26:46] (2s) Starting to evaluate predicate project#UserType::UserType.getDefinition/0#dispred#37e32cce#bf/1@d2f06frv
[2026-08-17 08:26:46] (2s)  >>> Created relation project#UserType::UserType.getDefinition/0#dispred#37e32cce#bf/1@d2f06frv with 14249 rows and digest 14cba9rtrk14plpkmrfgd75etk9.
[2026-08-17 08:26:46] (2s) Starting to evaluate predicate UserType::UserType.getDefinitionLocation/0#dispred#ecc1d8ec#bf/2@26b3a57s
[2026-08-17 08:26:46] (2s)  >>> Created relation UserType::UserType.getDefinitionLocation/0#dispred#ecc1d8ec#bf/2@26b3a57s with 1500 rows and digest 739aa2i3s5sd803br7th9elkrlb.
[2026-08-17 08:26:46] (2s) Starting to evaluate predicate Declaration::Declaration.hasDefinition/0#dispred#b576e37a#b/1@792c496f
[2026-08-17 08:26:46] (2s)  >>> Created relation Declaration::Declaration.hasDefinition/0#dispred#b576e37a#b/1@792c496f with 1500 rows and digest c53445fclj3d89o8sordjdph1rb.
[2026-08-17 08:26:46] (2s) Starting to evaluate predicate UserType::UserType.getLocation/0#a323d74c#bf/2@6e15a0s3
[2026-08-17 08:26:46] (2s)  >>> Created relation UserType::UserType.getLocation/0#a323d74c#bf/2@6e15a0s3 with 1500 rows and digest 739aa2i3s5sd803br7th9elkrlb.
[2026-08-17 08:26:46] (2s) Starting to evaluate predicate Element::Element.getLocation/0#dispred#6c3f5b09#bf/2@1385e66t
[2026-08-17 08:26:46] (2s)  >>> Created relation Element::Element.getLocation/0#dispred#6c3f5b09#bf/2@1385e66t with 1500 rows and digest 739aa2i3s5sd803br7th9elkrlb.
[2026-08-17 08:26:46] (2s)  >>> Full cache hit Type::TypeofType#5988d37d/1@8c3f27ub with 56 rows and digest 52f74d2f02db4ebhad965pqit6a.
[2026-08-17 08:26:46] (2s)  >>> Full cache hit Type::Decltype#2a58cb8b/1@170a944k with 49 rows and digest 7fe0c2art4lqhgobv30j4khpjg0.
[2026-08-17 08:26:46] (2s)  >>> First-level cache hit Type::IntrinsicTransformedType#9604289c_10#join_rhs/2@2b3a28pp with empty relation.
[2026-08-17 08:26:46] (2s)  >>> First-level cache hit all_passes_gcc_working::GccPassClass#52fccc07/1@4d6a54pn with digest 4067cd1kaskab46as8n7t2d6dp2.
[2026-08-17 08:26:46] (2s)  >>> Full cache hit all_passes_gcc_working::GccPassClass#52fccc07/1@4d6a54pn with 266 rows and digest 4067cd1kaskab46as8n7t2d6dp2.
[2026-08-17 08:26:46] (2s)  >>> Created relation usertypes/3@80f81avc with 24895 rows and digest f5899an5iulpaoup5l4ds9vcgue.
[2026-08-17 08:26:46] (2s) Starting to evaluate predicate UserType::UserType.getName/0#dispred#68e0aaf0/2@c6c4e3bl
[2026-08-17 08:26:46] (2s)  >>> Created relation UserType::UserType.getName/0#dispred#68e0aaf0/2@c6c4e3bl with 24246 rows and digest 3cbbc005o7c33m9ful7o33kp3a4.
[2026-08-17 08:26:46] (2s) Starting to evaluate predicate Type::Type.getName/0#dispred#77a04a0a/2@a8e234eu
[2026-08-17 08:26:46] (2s)  >>> Created relation Type::Type.getName/0#dispred#77a04a0a/2@a8e234eu with 24351 rows and digest af6243mnh8topt3q8h4hqrrfl37.
[2026-08-17 08:26:46] (2s) Starting to evaluate predicate NameQualifiers::NameQualifyingElement.getName/0#dispred#6b6b1f7a/2@7f7036l4
[2026-08-17 08:26:46] (2s)  >>> Created relation NameQualifiers::NameQualifyingElement.getName/0#dispred#6b6b1f7a/2@7f7036l4 with 24295 rows and digest 92238d40jihac72ombmcdj8b1k7.
[2026-08-17 08:26:46] (2s) Starting to evaluate predicate all_passes_gcc_working::GccPassClass.getPassKey/0#dispred#19973e41/2@e52483rt
[2026-08-17 08:26:46] (2s)  >>> Created relation all_passes_gcc_working::GccPassClass.getPassKey/0#dispred#19973e41/2@e52483rt with 266 rows and digest 549122i3nv963j09m1udhqqtred.
[2026-08-17 08:26:46] (2s) Starting to evaluate predicate #select/4@47524bn2
[2026-08-17 08:26:46] (2s)  >>> Created relation #select/4@47524bn2 with 800 rows and digest d7ea1ed6vvcmmkq9ovi7oupofqf.
[2026-08-17 08:26:46] (2s)  >>> Full cache hit Location::Location.hasLocationInfo/5#dispred#558082fb_0#antijoin_rhs/1@167ac5ts with 7867442 rows and digest 20fe32418opsoqnus1mg1t4mt13.
[2026-08-17 08:26:46] (2s)  >>> Full cache hit Location::Location.toString/0#dispred#6ede7323_0#antijoin_rhs/1@8615681u with 7867442 rows and digest 20fe32418opsoqnus1mg1t4mt13.
[2026-08-17 08:26:46] (2s)  >>> First-level cache hit files_0#antijoin_rhs/1@81abb6m0 with digest 6a591bu6io36pc32t6td4kie1q3.
[2026-08-17 08:26:46] (2s)  >>> Full cache hit files_0#antijoin_rhs/1@81abb6m0 with 2915 rows and digest 6a591bu6io36pc32t6td4kie1q3.
[2026-08-17 08:26:46] (2s)  >>> Full cache hit File::Impl::File.getURL/0#dispred#2f739b0d_0#antijoin_rhs/1@c84492vk with 2915 rows and digest 6a591bu6io36pc32t6td4kie1q3.
[2026-08-17 08:26:46] (2s) Starting to evaluate predicate Location::Location.hasLocationInfo/5#dispred#558082fb/6@acb21f6m
[2026-08-17 08:26:46] (3s) Pausing evaluation to evict 34.16MiB ARRAYS at sequence stamp o+27477
[2026-08-17 08:26:46] (3s) Unpausing evaluation: 57.56MiB forgotten: 57.56MiB UNREACHABLE (32 items up to o+27131)
[2026-08-17 08:26:47] (3s)  >>> Created relation Location::Location.hasLocationInfo/5#dispred#558082fb/6@acb21f6m with 7867442 rows and digest 08366d5k29suv76bul0gb4ejmue.
[2026-08-17 08:26:47] (3s) Starting to evaluate predicate Location::Location.toString/0#dispred#6ede7323/2@f4f5c6jk
[2026-08-17 08:26:49] (5s) Pausing evaluation to evict 31.05MiB ARRAYS at sequence stamp o+27697
[2026-08-17 08:26:49] (5s) Unpausing evaluation: 31.71MiB forgotten: 9.28MiB UNREACHABLE (4 items up to o+27550) 22.43MiB UNIMPORTANT (30 items up to o+23836)
[2026-08-17 08:26:55] (11s) Pausing evaluation to evict 31.05MiB ARRAYS at sequence stamp o+27781
[2026-08-17 08:26:55] (11s) Unpausing evaluation: 38.67MiB forgotten: 38.67MiB UNREACHABLE (49 items up to o+23834)
[2026-08-17 08:26:58] (14s)  >>> Created relation Location::Location.toString/0#dispred#6ede7323/2@f4f5c6jk with 7867442 rows and digest 723132ijajlbf1f89lu4r6d41m8.
[2026-08-17 08:26:58] (14s) Starting to evaluate predicate File::Impl::File.getURL/0#dispred#2f739b0d/2@2b28edgc
[2026-08-17 08:26:58] (14s)  >>> Created relation File::Impl::File.getURL/0#dispred#2f739b0d/2@2b28edgc with 2915 rows and digest 65b214e3l3h9rdva9hjfr6dlbf0.
[2026-08-17 08:26:58] (14s) Starting to evaluate predicate _#select_File::Impl::File.getURL/0#dispred#2f739b0d_File::Impl::File.getURL/0#dispred#2f739b0d_0#ant__#shared/11@d5c71dik
[2026-08-17 08:26:58] (14s)  >>> Created relation _#select_File::Impl::File.getURL/0#dispred#2f739b0d_File::Impl::File.getURL/0#dispred#2f739b0d_0#ant__#shared/11@d5c71dik with 800 rows and digest 1e6f8bgidf8m656hn2svmp9i5r5.
[2026-08-17 08:26:58] (14s)  >>> Full cache hit project#Element::ElementBase.toString/0#dispred#6e016f86/1@00b52b64 with 16823598 rows and digest edd07d10id7t3hb0lrir8s0mva8.
[2026-08-17 08:26:58] (14s) Starting to evaluate predicate _File::Impl::Container.getAbsolutePath/0#dispred#c9ca212d__#select_File::Impl::File.getURL/0#dispred__#antijoin_rhs/11@b34549d7
[2026-08-17 08:26:58] (14s)  >>> Created relation _File::Impl::Container.getAbsolutePath/0#dispred#c9ca212d__#select_File::Impl::File.getURL/0#dispred__#antijoin_rhs/11@b34549d7 with 800 rows and digest 1e6f8bgidf8m656hn2svmp9i5r5.
[2026-08-17 08:26:58] (14s) Starting to evaluate predicate #select#query/12@031d40cn
[2026-08-17 08:26:58] (14s)  >>> Created relation #select#query/12@031d40cn with 800 rows and digest 345579db7v9a6d0ef710u2451a0.
[2026-08-17 08:26:58] (14s) Query done
[2026-08-17 08:26:58] (14s) Pausing evaluation to sync to disk at sequence stamp o+28010
[2026-08-17 08:26:58] (14s) Unpausing evaluation
[2026-08-17 08:26:58] Evaluation of /home/oleksii-shemshur/work/toolchains/tools/queries/all_passes_gcc_working.ql produced BQRS results.
 --- Evaluator Log Summary --- 
Completed evaluation of query all_passes_gcc_working.ql.
Most expensive predicates for stage 5 of completed query all_passes_gcc_working.ql:
        time | predicate
        -----|----------
         2ms | UserType::UserType.getName/0#dispred#68e0aaf0@c6c4e3bl

Most expensive predicates for stage 6 of completed query all_passes_gcc_working.ql:
        time  | evals |  max @ iter | predicate
        ------|-------|-------------|----------
        11.1s |       |             | Location::Location.toString/0#dispred#6ede7323@f4f5c6jk
         2.3s |       |             | #locations_defaultMerge_23450#join_rhs@99f7bc3i
        343ms |       |             | Location::Location.hasLocationInfo/5#dispred#558082fb@acb21f6m
         22ms |       |             | #Class::Class.getABaseClass/0#dispred#e9ba966bPlus@02d96dau
         21ms |     2 | 14ms @ 2    | UserType::UserType.getADeclarationEntry/0#cea44e2f#bb@6d1bdw2s
         17ms |       |             | #select#query@031d40cn
         13ms |       |             | Element::Element.getLocation/0#dispred#6c3f5b09#bf@1385e66t
          8ms |       |             | _#select_File::Impl::File.getURL/0#dispred#2f739b0d_File::Impl::File.getURL/0#dispred#2f739b0d_0#ant__#shared@d5c71dik
          6ms |       |             | UserType::UserType.getADeclarationLocation/0#dispred#7fa8e4f4#bf@89ef68j3
          6ms |       |             | File::Impl::File.getURL/0#dispred#2f739b0d@2b28edgc
          6ms |       |             | #Class::Class.getABaseClass/0#dispred#e9ba966bPlus#bounded#2@7ad83dqu
          5ms |       |             | UserType::UserType.getADeclarationEntry/0#cea44e2f#bb_10#join_rhs@2800861m
          4ms |       |             | project##Class::Class.getABaseClass/0#dispred#e9ba966bPlus@76bd7b2h
          3ms |       |             | UserType::UserType.getDefinition/0#dispred#37e32cce#bf@791401hp
          2ms |       |             | Class::ProxyClass.getTemplateParameter/0#dispred#cbd49674@7283a00q
          2ms |       |             | Class::ProxyClass#4049630c@8aeab8l2
          2ms |       |             | UserType::UserType.getName/0#dispred#68e0aaf0@c6c4e3bl
          2ms |       |             | UserType::UserType.getDefinitionLocation/0#dispred#ecc1d8ec#bf@26b3a57s
          2ms |       |             | TemplateParameter::TypeTemplateParameter#de0ff55d@35865381
          2ms |       |             | #select@47524bn2
          1ms |       |             | Type::Type.getName/0#dispred#77a04a0a@a8e234eu
          1ms |       |             | project#UserType::UserType.getDefinition/0#dispred#37e32cce#bf@d2f06frv
          0ms |       |             | Declaration::Declaration.hasDefinition/0#dispred#b576e37a#b@792c496f
          0ms |       |             | File::Impl::Container.getAbsolutePath/0#dispred#c9ca212d@7c0d12f0
          0ms |       |             | _File::Impl::Container.getAbsolutePath/0#dispred#c9ca212d__#select_File::Impl::File.getURL/0#dispred__#antijoin_rhs@b34549d7
          0ms |       |             | UserType::UserType.getLocation/0#a323d74c#bf@6e15a0s3
          0ms |       |             | NameQualifiers::NameQualifyingElement.getName/0#dispred#6b6b1f7a@7f7036l4
          0ms |       |             | m#UserType::UserType.getDefinitionLocation/0#dispred#ecc1d8ec#bf@7b2d3c4a
          0ms |       |             | all_passes_gcc_working::GccPassClass.getPassKey/0#dispred#19973e41@e52483rt

Most expensive predicates for completed query all_passes_gcc_working.ql:
        time  | evals |  max @ iter | predicate
        ------|-------|-------------|----------
        11.1s |       |             | Location::Location.toString/0#dispred#6ede7323@f4f5c6jk
         2.3s |       |             | #locations_defaultMerge_23450#join_rhs@99f7bc3i
        343ms |       |             | Location::Location.hasLocationInfo/5#dispred#558082fb@acb21f6m
         22ms |       |             | #Class::Class.getABaseClass/0#dispred#e9ba966bPlus@02d96dau
         21ms |     2 | 14ms @ 2    | UserType::UserType.getADeclarationEntry/0#cea44e2f#bb@6d1bdw2s
         17ms |       |             | #select#query@031d40cn
         13ms |       |             | Element::Element.getLocation/0#dispred#6c3f5b09#bf@1385e66t
          8ms |       |             | _#select_File::Impl::File.getURL/0#dispred#2f739b0d_File::Impl::File.getURL/0#dispred#2f739b0d_0#ant__#shared@d5c71dik
          6ms |       |             | UserType::UserType.getADeclarationLocation/0#dispred#7fa8e4f4#bf@89ef68j3
          6ms |       |             | File::Impl::File.getURL/0#dispred#2f739b0d@2b28edgc
          6ms |       |             | #Class::Class.getABaseClass/0#dispred#e9ba966bPlus#bounded#2@7ad83dqu
          5ms |       |             | UserType::UserType.getADeclarationEntry/0#cea44e2f#bb_10#join_rhs@2800861m
          4ms |       |             | project##Class::Class.getABaseClass/0#dispred#e9ba966bPlus@76bd7b2h
          3ms |       |             | UserType::UserType.getDefinition/0#dispred#37e32cce#bf@791401hp
          2ms |       |             | Class::ProxyClass.getTemplateParameter/0#dispred#cbd49674@7283a00q
          2ms |       |             | Class::ProxyClass#4049630c@8aeab8l2
          2ms |       |             | UserType::UserType.getName/0#dispred#68e0aaf0@c6c4e3bl
          2ms |       |             | UserType::UserType.getDefinitionLocation/0#dispred#ecc1d8ec#bf@26b3a57s
          2ms |       |             | TemplateParameter::TypeTemplateParameter#de0ff55d@35865381
          2ms |       |             | #select@47524bn2
          1ms |       |             | Type::Type.getName/0#dispred#77a04a0a@a8e234eu
          1ms |       |             | project#UserType::UserType.getDefinition/0#dispred#37e32cce#bf@d2f06frv
          0ms |       |             | Declaration::Declaration.hasDefinition/0#dispred#b576e37a#b@792c496f
          0ms |       |             | File::Impl::Container.getAbsolutePath/0#dispred#c9ca212d@7c0d12f0
          0ms |       |             | _File::Impl::Container.getAbsolutePath/0#dispred#c9ca212d__#select_File::Impl::File.getURL/0#dispred__#antijoin_rhs@b34549d7
          0ms |       |             | UserType::UserType.getLocation/0#a323d74c#bf@6e15a0s3
          0ms |       |             | NameQualifiers::NameQualifyingElement.getName/0#dispred#6b6b1f7a@7f7036l4
          0ms |       |             | m#UserType::UserType.getDefinitionLocation/0#dispred#ecc1d8ec#bf@7b2d3c4a
          0ms |       |             | all_passes_gcc_working::GccPassClass.getPassKey/0#dispred#19973e41@e52483rt

[2026-08-17 08:26:58] Total evaluation times for this run:
        * Wall-clock duration of evaluation run: 14.6 seconds
        * Total time spent evaluating predicates: 13.8 seconds
